Scheme name,Company Name,Scheme Id,Company Id,Holding,Pee Net Assets
Select Sector Portfolio,Aditya Birla Capital,25,10,GATEWAY DISTRIPARKS LIMITED,1.73
Select Sector Portfolio,Aditya Birla Capital,25,10,Coromandel International Ltd,1.69
Select Sector Portfolio,Aditya Birla Capital,25,10,Jubilant Foodworks Ltd,1.54
Select Sector Portfolio,Aditya Birla Capital,25,10,Deepak Fertilizers & Petro Corp Ltd,1.46
Select Sector Portfolio,Aditya Birla Capital,25,10,Page Industries Ltd,1.12
Select Sector Portfolio,Aditya Birla Capital,25,10,Navin Fluorine International Ltd,0.92
Select Sector Portfolio,Aditya Birla Capital,25,10,Ideaforge Technology Ltd,0.75
Select Sector Portfolio,Aditya Birla Capital,25,10,Cash,5.79
Core Equity Portfolio,Aditya Birla Capital,87,10,Sun Pharmaceuticals Industries Ltd,5.91
Core Equity Portfolio,Aditya Birla Capital,87,10,Interglobe Aviation Ltd,5.58
Core Equity Portfolio,Aditya Birla Capital,87,10,Tata Motors Ltd,5.33
Core Equity Portfolio,Aditya Birla Capital,87,10,ICICI Bank Ltd,5.25
Core Equity Portfolio,Aditya Birla Capital,87,10,Bharti Airtel Ltd,5.02
Core Equity Portfolio,Aditya Birla Capital,87,10,Larsen & Toubro Ltd,4.69
Core Equity Portfolio,Aditya Birla Capital,87,10,State Bank of India,4.61
Core Equity Portfolio,Aditya Birla Capital,87,10,KEI INDUSTRIES LIMITED INR 2,4.42
Core Equity Portfolio,Aditya Birla Capital,87,10,Infosys Ltd,3.8
Core Equity Portfolio,Aditya Birla Capital,87,10,Reliance Industries Ltd,3.79
Core Equity Portfolio,Aditya Birla Capital,87,10,Container Corporation of India Ltd,3.54
Core Equity Portfolio,Aditya Birla Capital,87,10,Bajaj Finserv Ltd,3.49
Core Equity Portfolio,Aditya Birla Capital,87,10,Ultratech Cement Ltd,3.4
Core Equity Portfolio,Aditya Birla Capital,87,10,HDFC Bank Ltd,3.36
Core Equity Portfolio,Aditya Birla Capital,87,10,United Spirits Ltd,3.28
Core Equity Portfolio,Aditya Birla Capital,87,10,APL Apollo Tubes Limited,3.05
Core Equity Portfolio,Aditya Birla Capital,87,10,ICICI Lombard General Insurance Company Limited,2.99
Core Equity Portfolio,Aditya Birla Capital,87,10,Maruti Suzuki India Ltd,2.95
Core Equity Portfolio,Aditya Birla Capital,87,10,LTIMINDTREE LIMITED,2.95
Core Equity Portfolio,Aditya Birla Capital,87,10,CreditAccess Grameen Ltd.,2.91
Core Equity Portfolio,Aditya Birla Capital,87,10,Syngene International Ltd,2.55
Core Equity Portfolio,Aditya Birla Capital,87,10,Carborundum Universal Ltd,1.95
Core Equity Portfolio,Aditya Birla Capital,87,10,Samhi Hotels Ltd,1.95
Core Equity Portfolio,Aditya Birla Capital,87,10,Indian Oil Corporation Ltd,1.7
Core Equity Portfolio,Aditya Birla Capital,87,10,IFB Industries Ltd,1.33
Core Equity Portfolio,Aditya Birla Capital,87,10,Bajaj Electricals Ltd,1.08
Core Equity Portfolio,Aditya Birla Capital,87,10,Jio Financial Services Ltd,0.49
Core Equity Portfolio,Aditya Birla Capital,87,10,Bharti Airtel Partly Paid,0.3
Core Equity Portfolio,Aditya Birla Capital,87,10,Cash,8.33
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Trent Ltd,6.46
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,ICICI Bank Ltd,6.05
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Bharti Airtel Ltd,5.47
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,HDFC Bank Ltd,4.87
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Cummins India Ltd,4.8
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Power Grid Corporation of India Ltd,4.47
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Infosys Ltd,4.31
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Interglobe Aviation Ltd,4.2
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,LTIMINDTREE LIMITED,4.11
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Axis Bank Ltd,3.9
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Bank Of Baroda,3.68
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Bajaj Finance Ltd,3.56
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Reliance Industries Ltd,3.55
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,ABB India Ltd,3.45
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Container Corporation of India Ltd,3.41
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Sun Pharmaceuticals Industries Ltd,3.3
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Maruti Suzuki India Ltd,3.3
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,ACC Ltd,3.12
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,ITC Ltd,2.86
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,SBI Life Insurance Company Limited,2.83
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,United Spirits Ltd,2.6
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Nestle India Ltd,2.58
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Tata Steel Ltd,2.55
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Dr Reddys Laboratories Ltd,2.15
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,ZF Commercial Vehicle Control Systems India Limited,2.11
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,IIFL Finance Ltd,2.01
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Dalmia Bharat Limited,1.39
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Jio Financial Services Ltd,0.46
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Bharti Airtel Partly Paid,0.28
Top 200 Core Equity Portfolio,Aditya Birla Capital,111,10,Cash,2.18
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Bharat Dynamics Limited,6.25
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Bharti Airtel Ltd,5.27
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,ICICI Bank Ltd,4.75
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Trent Ltd,4.72
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Bank Of Baroda,4.62
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Persistent Systems Ltd,4.49
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Axis Bank Ltd,4.14
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Tata Consultancy Services Ltd,4.01
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Tata Power Co Ltd,3.94
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,AIA Engineering Ltd,3.55
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,ITC Ltd,3.45
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Coal India Ltd,3.31
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Sun Pharmaceuticals Industries Ltd,3.29
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Siemens Ltd,3.13
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Cholamandalam Investment and Finance Company Ltd,3.02
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,United Spirits Ltd,2.96
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Power Grid Corporation of India Ltd,2.72
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Steel Authority of India Ltd,2.65
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Sundram Fasteners Ltd,2.63
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Torrent Pharmaceuticals Ltd,2.37
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,SBI Life Insurance Company Limited,2.24
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Sona BLW Precision Forgings Limited,2.23
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Tata Motors Ltd,1.97
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Ambuja Cements Ltd,1.84
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Shree Cement Ltd,1.59
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Kotak Mahindra Bank Ltd,1.46
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Atul Ltd,1.43
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Asian Paints Ltd,1.42
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,LTIMINDTREE LIMITED,1.36
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Aavas Financiers Ltd.,1.35
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Praj Industries Ltd,1.31
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,IIFL Finance Ltd,1.23
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Avenue Supermarts Limited,1.13
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Bharti Airtel Partly Paid,0.26
India Special Opportunities Portfolio,Aditya Birla Capital,170,10,Cash,3.9
Innovation Portfolio,Aditya Birla Capital,171,10,ICICI Bank Ltd,8.11
Innovation Portfolio,Aditya Birla Capital,171,10,Trent Ltd,7.95
Innovation Portfolio,Aditya Birla Capital,171,10,Larsen & Toubro Ltd,7.16
Innovation Portfolio,Aditya Birla Capital,171,10,Bharti Airtel Ltd,6.84
Innovation Portfolio,Aditya Birla Capital,171,10,Reliance Industries Ltd,6.02
Innovation Portfolio,Aditya Birla Capital,171,10,Persistent Systems Ltd,5.37
Innovation Portfolio,Aditya Birla Capital,171,10,HDFC Bank Ltd,4.85
Innovation Portfolio,Aditya Birla Capital,171,10,Maruti Suzuki India Ltd,4.5
Innovation Portfolio,Aditya Birla Capital,171,10,Bajaj Finance Ltd,4.42
Innovation Portfolio,Aditya Birla Capital,171,10,ION EXCHANGE INDIA LTD,4.4
Innovation Portfolio,Aditya Birla Capital,171,10,PI Industries Ltd,4.2
Innovation Portfolio,Aditya Birla Capital,171,10,Angel Broking Ltd.,3.42
Innovation Portfolio,Aditya Birla Capital,171,10,FIEM Industries Limited,3.33
Innovation Portfolio,Aditya Birla Capital,171,10,Honeywell Automation India Ltd,3.2
Innovation Portfolio,Aditya Birla Capital,171,10,Voltas Ltd,2.62
Innovation Portfolio,Aditya Birla Capital,171,10,Bayer Cropscience Ltd,2.57
Innovation Portfolio,Aditya Birla Capital,171,10,Cipla Ltd,2.16
Innovation Portfolio,Aditya Birla Capital,171,10,HDFC Standard Life Insurance Company Ltd,2.13
Innovation Portfolio,Aditya Birla Capital,171,10,ZF Commercial Vehicle Control Systems India Limited,2.07
Innovation Portfolio,Aditya Birla Capital,171,10,Federal Bank Ltd,1.91
Innovation Portfolio,Aditya Birla Capital,171,10,Affle India Ltd,1.76
Innovation Portfolio,Aditya Birla Capital,171,10,Hindustan Unilever Ltd,1.61
Innovation Portfolio,Aditya Birla Capital,171,10,Prudent Corporate Advisory Services Limited,0.97
Innovation Portfolio,Aditya Birla Capital,171,10,Jio Financial Services Ltd,0.77
Innovation Portfolio,Aditya Birla Capital,171,10,Bharti Airtel Partly Paid,0.35
Innovation Portfolio,Aditya Birla Capital,171,10,Cash,7.31
India Opportunities Product,Aequitas Investment ,260,112,Jindal Saw Limited,8.1
India Opportunities Product,Aequitas Investment ,260,112,Apar Industries Limited,7.43
India Opportunities Product,Aequitas Investment ,260,112,Sanghvi Movers Limited,7.2
India Opportunities Product,Aequitas Investment ,260,112,Technocraft Industries India Limited,6.84
India Opportunities Product,Aequitas Investment ,260,112,Power Mech Projects Limited,6.83
High Growth,Alchemy Capital Management,41,15,HINDUSTAN AERONAUTICS LTD,9.8
High Growth,Alchemy Capital Management,41,15,BHARAT ELECTRONICS LTD,6.8
High Growth,Alchemy Capital Management,41,15,PRESTIGE ESTATES PROJECTS LTD,6.5
High Growth,Alchemy Capital Management,41,15,SOBHA LTD,6.3
High Growth,Alchemy Capital Management,41,15,SUZLON ENERGY LTD,5.3
High Growth Select Stock,Alchemy Capital Management,42,15,DIXON TECHNOLOGIES INDIA LTD,7.7
High Growth Select Stock,Alchemy Capital Management,42,15,DLF LTD,4.4
High Growth Select Stock,Alchemy Capital Management,42,15,UNITED SPIRITS LTD,4.3
High Growth Select Stock,Alchemy Capital Management,42,15,INFO EDGE INDIA LTD,3.9
High Growth Select Stock,Alchemy Capital Management,42,15,TRENT LTD,3.9
Ascent,Alchemy Capital Management,191,15,HINDUSTAN AERONAUTICS LTD,11.1
Ascent,Alchemy Capital Management,191,15,BAJAJ AUTO LTD,6.7
Ascent,Alchemy Capital Management,191,15,MOTILAL OSWAL FINANCIAL SERVICES LTD,6
Ascent,Alchemy Capital Management,191,15,HOUSING and URBAN DEVELOPMENT CORPORATION LTD,4.2
Ascent,Alchemy Capital Management,191,15,COLGATE-PALMOLIVE I LTD,4.1
Smart Alpha 250,Alchemy Capital Management,366,15,DIXON TECHNOLOGIES INDIA LTD,6.3
Smart Alpha 250,Alchemy Capital Management,366,15,TRENT LTD,6
Smart Alpha 250,Alchemy Capital Management,366,15,POWER FINANCE CORPORATION LTD,5.9
Smart Alpha 250,Alchemy Capital Management,366,15,BHARAT HEAVY ELECTRICALS LTD,5.1
Smart Alpha 250,Alchemy Capital Management,366,15,RAIL VIKAS NIGAM LTD,4.7
Alpha 100,Alchemy Capital Management,365,15,TRENT LTD,7.3
Alpha 100,Alchemy Capital Management,365,15,COLGATE-PALMOLIVE I LTD,6.1
Alpha 100,Alchemy Capital Management,365,15,SHRIRAM FINANCE LTD,5.9
Alpha 100,Alchemy Capital Management,365,15,TATA POWER CO LTD,5.6
Alpha 100,Alchemy Capital Management,365,15,LARSEN and TOUBRO LTD,5.6
Smart Alpha Small & Micro Cap,Alchemy Capital Management,383,15,COCHIN SHIPYARD LTD,8.9
Smart Alpha Small & Micro Cap,Alchemy Capital Management,383,15,GE TnD INDIA LTD,8.8
Smart Alpha Small & Micro Cap,Alchemy Capital Management,383,15,TEXMACO RAIL and ENGINEERING LTD,5
Smart Alpha Small & Micro Cap,Alchemy Capital Management,383,15,TITAGARH RAIL SYSTEMS LTD,4.8
Smart Alpha Small & Micro Cap,Alchemy Capital Management,383,15,IRCON INTERNATIONAL LTD,4.8
Alpha Small Cap,Alchemy Capital Management,384,15,KALYAN JEWELLERS INDIA LTD,7.4
Alpha Small Cap,Alchemy Capital Management,384,15,NBCC INDIA LTD,6
Alpha Small Cap,Alchemy Capital Management,384,15,NIPPON LIFE INDIA ASSET MANAGEMENT LTD,5.8
Alpha Small Cap,Alchemy Capital Management,384,15,APAR INDUSTRIES LTD,5.5
Alpha Small Cap,Alchemy Capital Management,384,15,KFIN TECHNOLOGIES LTD,5.4
IOP PMS,AlfAccurate Advisors,24,9,ICICI Bank Ltd.,5.1
IOP PMS,AlfAccurate Advisors,24,9,HDFC Bank Ltd.,4.4
IOP PMS,AlfAccurate Advisors,24,9,State Bank Of India,3.4
IOP PMS,AlfAccurate Advisors,24,9,Cholamandalam Investment And Finance Company Ltd.,3.1
IOP PMS,AlfAccurate Advisors,24,9,TRENT Ltd.,3.1
AAA Focus Plan,AlfAccurate Advisors,192,9,Vesuvius India Ltd.,6
AAA Focus Plan,AlfAccurate Advisors,192,9,Hitachi Energy India Ltd.,5.4
AAA Focus Plan,AlfAccurate Advisors,192,9,ICICI Bank Ltd.,5.3
AAA Focus Plan,AlfAccurate Advisors,192,9,Infosys Ltd.,4.4
AAA Focus Plan,AlfAccurate Advisors,192,9,Cholamandalam Investment And Finance Company Ltd.,4.4
Budding Beasts,AlfAccurate Advisors,304,9,Hitachi Energy India Ltd.,4.8
Budding Beasts,AlfAccurate Advisors,304,9,Vesuvius India Ltd.,3.4
Budding Beasts,AlfAccurate Advisors,304,9,CG Power and Industrial Solutions Ltd.,3
Budding Beasts,AlfAccurate Advisors,304,9,Stides Arcolabs Ltd..,3
Budding Beasts,AlfAccurate Advisors,304,9,Cholamandalam Investment And Finance Company Ltd.,2.9
Coffee CAN,Ambit Investment Advisors,30,13,HDFC Bank Ltd,8
Coffee CAN,Ambit Investment Advisors,30,13,ICICI Bank,7
Coffee CAN,Ambit Investment Advisors,30,13,Bharti Airtel  Ltd.,7
Coffee CAN,Ambit Investment Advisors,30,13,Eicher Motors Ltd,7
Coffee CAN,Ambit Investment Advisors,30,13,CONTAINER CORPORATION OF INDIA LTD.,6
Coffee CAN,Ambit Investment Advisors,30,13,TATA CONSULTANCY SERVICES LTD,5
Coffee CAN,Ambit Investment Advisors,30,13,Avenue Supermarts,5
Coffee CAN,Ambit Investment Advisors,30,13,KFIN TECHNOLOGIES LIMITED,5
Coffee CAN,Ambit Investment Advisors,30,13,ZOMATO LIMITED,4
Coffee CAN,Ambit Investment Advisors,30,13,Nestle India,4
Coffee CAN,Ambit Investment Advisors,30,13,Titan Industries,4
Coffee CAN,Ambit Investment Advisors,30,13,HDFC Life Insurance,4
Coffee CAN,Ambit Investment Advisors,30,13,Havells India Limited,4
Coffee CAN,Ambit Investment Advisors,30,13,HDFC AMC,4
Coffee CAN,Ambit Investment Advisors,30,13,Pidilite Industries Ltd,4
Coffee CAN,Ambit Investment Advisors,30,13,ABBOTT INDIA LTD.,4
Coffee CAN,Ambit Investment Advisors,30,13,Concord Biotech Limited,4
Coffee CAN,Ambit Investment Advisors,30,13,Kotak Mahindra Bank,4
Coffee CAN,Ambit Investment Advisors,30,13,Bajaj Auto Limited,4
Good and Clean,Ambit Investment Advisors,31,13,AXIS BANK LTD,6
Good and Clean,Ambit Investment Advisors,31,13,P I INDUSTRIES LTD,6
Good and Clean,Ambit Investment Advisors,31,13,Deepak Nitrite Ltd,6
Good and Clean,Ambit Investment Advisors,31,13,Balkrishna Industries Ltd.,6
Good and Clean,Ambit Investment Advisors,31,13,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LTD,6
Good and Clean,Ambit Investment Advisors,31,13,Trent Ltd,5
Good and Clean,Ambit Investment Advisors,31,13,Federal Bank Ltd,5
Good and Clean,Ambit Investment Advisors,31,13,KAJARIA CERAMICS LTD,5
Good and Clean,Ambit Investment Advisors,31,13,TVS MOTOR COMPANY LTD,5
Good and Clean,Ambit Investment Advisors,31,13,AARTI INDUSTRIES LTD,5
Good and Clean,Ambit Investment Advisors,31,13,MphasiS Limited,5
Good and Clean,Ambit Investment Advisors,31,13,KEI Industries Ltd.,5
Good and Clean,Ambit Investment Advisors,31,13,Blue Star Ltd,5
Good and Clean,Ambit Investment Advisors,31,13,Ajanta Pharma Ltd,5
Good and Clean,Ambit Investment Advisors,31,13,CDSL Ltd,5
Good and Clean,Ambit Investment Advisors,31,13,PERSISTENT SYSTEMS LTD,4
Good and Clean,Ambit Investment Advisors,31,13,SUPREME INDUSTRIES LTD,4
Good and Clean,Ambit Investment Advisors,31,13,AU SMALL FINANCE BANK Ltd,4
Good and Clean,Ambit Investment Advisors,31,13,AEGIS LOGISTICS LTD.,4
Good and Clean,Ambit Investment Advisors,31,13,PAGE INDUSTRIES LTD,3
Emerging Giants,Ambit Investment Advisors,32,13,Venus Pipes & Tubes Ltd,7
Emerging Giants,Ambit Investment Advisors,32,13,HOME FIRST FINANCE,6
Emerging Giants,Ambit Investment Advisors,32,13,CCL PRODUCTS INDIA LTD,6
Emerging Giants,Ambit Investment Advisors,32,13,Mastek Ltd,6
Emerging Giants,Ambit Investment Advisors,32,13,GARWARE TECHNICAL FIBRES LTD,6
Emerging Giants,Ambit Investment Advisors,32,13,Rajratan Global Wire Ltd,6
Emerging Giants,Ambit Investment Advisors,32,13,ORIENT ELECTRIC LTD,6
Emerging Giants,Ambit Investment Advisors,32,13,MAS FINANCIAL SERVICES LTD,5
Emerging Giants,Ambit Investment Advisors,32,13,SAFARI INDUSTRIES (INDIA) LTD,5
Emerging Giants,Ambit Investment Advisors,32,13,CERA SANITARYWARE LTD,5
Emerging Giants,Ambit Investment Advisors,32,13,NEOGEN CHEMICALS,5
Emerging Giants,Ambit Investment Advisors,32,13,EPL LTD,5
Emerging Giants,Ambit Investment Advisors,32,13,Mold-Tek Packaging Ltd,5
Emerging Giants,Ambit Investment Advisors,32,13,Rossari Biotech Ltd,5
Emerging Giants,Ambit Investment Advisors,32,13,V-Mart Retail Ltd,5
Emerging Giants,Ambit Investment Advisors,32,13,Teamlease Services Ltd,4
Emerging Giants,Ambit Investment Advisors,32,13,GMM PFAUDLER LTD,4
Emerging Giants,Ambit Investment Advisors,32,13,Suprajit Engineering Ltd,4
MNC Portfolio,Anand Rathi Advisors Ltd,106,50,Siemens Ltd,11.25
MNC Portfolio,Anand Rathi Advisors Ltd,106,50,Maruti Suzuki India Limited,8.87
MNC Portfolio,Anand Rathi Advisors Ltd,106,50,ITD Cementation India Limited,7.4
MNC Portfolio,Anand Rathi Advisors Ltd,106,50,CRISIL Ltd,7.23
MNC Portfolio,Anand Rathi Advisors Ltd,106,50,Schaeffler India Limited,5.52
MNC Portfolio,Anand Rathi Advisors Ltd,106,50,Nestle India Ltd,5.34
Decennium Opportunity,Anand Rathi Advisors Ltd,107,50,Bharat Electronics Ltd,10.45
Decennium Opportunity,Anand Rathi Advisors Ltd,107,50,Global Health Limited,10.31
Decennium Opportunity,Anand Rathi Advisors Ltd,107,50,Poonawalla Fincorp Ltd,7.87
Decennium Opportunity,Anand Rathi Advisors Ltd,107,50,Venus Pipes and Tubes Limited,7.67
Decennium Opportunity,Anand Rathi Advisors Ltd,107,50,Ethos Limited,6.97
Decennium Opportunity,Anand Rathi Advisors Ltd,107,50,KEC International Limited,6.64
Impress Portfolio,Anand Rathi Advisors Ltd,108,50,Bharat Electronics Ltd.,10.34
Impress Portfolio,Anand Rathi Advisors Ltd,108,50,ITD Cementation India Ltd.,8.9
Impress Portfolio,Anand Rathi Advisors Ltd,108,50,KEI Industries Ltd.,7.83
Impress Portfolio,Anand Rathi Advisors Ltd,108,50,Varun Beverages Ltd.,7.73
Impress Portfolio,Anand Rathi Advisors Ltd,108,50,Ratnamani Metals & Tubes Ltd.,7.35
Impress Portfolio,Anand Rathi Advisors Ltd,108,50,Radico Khaitan Ltd.,6.02
Ace Multicap,Asit C Mehta,91,43,EXIDE INDUSTRIES LIMITED,3.8
Ace Multicap,Asit C Mehta,91,43,HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,3.4
Ace Multicap,Asit C Mehta,91,43,STATE BANK OF INDIA,3.4
Ace Multicap,Asit C Mehta,91,43,BHARAT ELECTRONICS LIMITED,3.4
Ace Multicap,Asit C Mehta,91,43,NMDC LIMITED,3.3
Ace Regular Income,Asit C Mehta,92,43,BHARAT BOND ETF - APRIL 2033,7.4
Ace Regular Income,Asit C Mehta,92,43,NIPPON 8-13 YR G-SEC LT GLT,3.7
Ace Regular Income,Asit C Mehta,92,43,LIC MF NIFTY 8-13 YR G-SEC ETF,3.7
Ace Regular Income,Asit C Mehta,92,43,MOTILAL OSWAL NASDAQ 100 ETF,3.2
